Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats
325,62,58,84,70,51,10,7,13,1904,398
323,58,74,61,66,64,6,9,14,1737,369
258,64,31,68,63,32,11,14,12,1759,384
194,31,22,67,48,26,15,10,12,1479,312
307,65,65,46,71,60,13,11,11,1752,364
320,62,65,62,64,67,14,7,9,1766,375
248,48,36,64,66,34,9,9,7,1666,371
311,71,58,45,68,69,7,9,12,1776,359
256,69,36,60,63,28,7,7,11,1651,351
276,65,51,59,63,38,15,13,13,1816,386
249,58,53,18,70,50,13,8,7,1794,379
286,69,43,65,67,42,10,8,6,1771,381
298,75,50,58,65,50,7,7,14,1760,386
243,58,25,71,64,25,8,6,13,1497,300
320,59,69,60,63,69,13,7,15,1772,369
257,53,46,42,76,40,13,11,11,1798,384
271,72,24,64,67,44,15,8,14,1784,380
310,67,52,56,69,66,12,8,14,1896,389
348,64,72,67,75,70,7,12,6,1829,370
221,35,24,70,65,27,14,10,13,1580,343
301,64,63,66,60,48,9,6,9,1840,402
253,43,32,68,73,37,13,10,13,1576,341
250,42,42,65,70,31,11,13,8,1783,383
315,44,69,68,69,65,10,13,7,1742,365
310,55,70,62,65,58,7,13,10,1772,379
317,42,75,72,61,67,10,11,14,1571,341
306,60,67,48,72,59,14,7,11,1688,373
316,53,73,61,64,65,14,15,12,1655,358
280,41,42,64,72,61,7,8,11,1806,374
237,38,40,66,67,26,14,8,15,1725,364
291,29,70,66,64,62,14,12,6,1667,355
257,70,36,64,61,26,12,8,13,1717,374
242,32,35,67,71,37,11,8,8,1705,372
319,60,67,60,68,64,13,15,6,1831,390
297,66,62,47,64,58,7,7,15,1724,372
237,41,36,72,62,26,11,15,13,1646,370
294,57,58,54,60,65,5,15,11,1677,354
216,45,22,64,68,17,9,8,7,1717,362
84,13,9,17,16,29,77,55,76,1101,377
299,67,58,51,76,47,12,13,8,1917,415
314,71,44,72,69,58,13,9,8,1839,385
124,28,13,24,42,17,70,68,65,1143,377
289,64,64,46,52,63,11,8,12,1780,385
331,74,63,54,72,68,13,13,6,1935,409
239,48,31,65,69,26,11,12,8,1766,382
291,58,52,65,68,48,7,12,15,1880,397
275,71,31,66,65,42,12,6,6,1697,365
316,67,64,42,75,68,9,11,13,1847,388
216,28,25,67,68,28,11,6,9,1449,317
306,50,69,53,66,68,10,11,14,1750,373
231,47,27,63,64,30,7,11,8,1573,352
297,62,66,53,59,57,12,14,8,1854,403
308,55,67,64,71,51,6,11,9,1940,421
68,14,6,11,29,8,58,67,71,983,367
283,57,61,41,72,52,10,6,8,1937,402
91,24,11,14,22,20,61,69,70,1062,369
315,60,60,68,72,55,12,7,14,1872,400
299,67,53,67,63,49,9,11,8,1931,414
295,71,67,50,65,42,12,12,5,1622,358
327,62,68,61,67,69,15,15,12,1967,417
206,40,28,73,51,14,6,8,6,1453,310
300,30,75,80,49,66,7,9,7,1508,328
243,45,32,62,69,35,5,7,12,1702,363
281,63,59,32,66,61,10,12,12,1751,369
321,49,75,67,60,70,16,14,15,1686,352
294,59,54,60,68,53,14,10,14,1820,367
243,63,30,71,52,27,11,10,15,1629,355
324,60,70,60,67,67,8,9,8,1728,383
332,66,65,67,69,65,10,10,12,1802,385
97,18,11,22,33,13,60,66,74,1145,374
293,60,65,56,63,49,13,15,7,1731,385
78,14,17,12,23,12,62,68,70,1082,369
269,49,55,57,69,39,13,10,10,1767,383
327,64,68,57,72,66,7,6,11,1803,381
207,29,28,69,58,23,6,13,8,1535,336
325,68,61,59,68,69,16,14,8,1810,368
307,63,65,51,66,62,14,11,15,1732,368
193,24,20,70,60,19,14,12,11,1440,320
293,63,47,61,74,48,16,14,6,1972,417
227,58,28,58,62,21,7,14,9,1651,361
247,65,21,68,67,26,8,13,10,1549,336
243,38,32,74,63,36,3,3,5,1604,331
79,13,11,17,24,14,59,67,75,1050,371
288,66,65,45,64,48,12,13,9,1775,381
270,65,62,22,64,57,10,9,10,1614,352
315,41,71,73,60,70,9,13,6,1594,355
311,64,56,55,73,63,16,9,14,1756,361
266,38,50,71,64,43,7,13,13,1621,344
285,67,44,57,69,48,9,8,9,1750,372
334,59,70,79,56,70,9,9,7,1772,359
335,64,70,73,66,62,16,9,11,1800,374
327,66,64,64,68,65,11,12,11,1817,372
311,68,67,51,66,59,15,15,7,1894,395
310,63,62,51,61,73,12,15,7,1691,366
330,67,68,57,73,65,14,9,10,1900,389
266,65,41,55,65,40,10,9,9,1761,378
315,70,68,43,71,63,10,15,9,1834,386
224,22,37,71,64,30,6,11,7,1521,326
89,15,20,20,17,17,64,66,69,1182,385
325,58,66,74,65,62,7,7,13,1654,359
330,72,69,50,72,67,13,7,16,1777,362
244,59,35,62,61,27,7,14,8,1725,378
319,67,69,59,65,59,7,11,10,1811,395
253,54,30,68,71,30,9,11,15,1704,343
67,11,15,11,22,8,61,69,73,1183,381
298,57,58,72,61,50,7,13,11,1758,375
308,44,71,76,59,58,9,7,14,1745,382
313,52,62,65,72,62,7,8,12,1830,391
238,34,42,80,51,31,6,10,10,1534,342
319,73,50,72,71,53,15,8,7,1913,399
237,37,38,71,54,37,12,12,10,1498,327
315,63,63,55,73,61,6,14,8,1850,401
251,36,42,70,71,32,7,8,12,1688,363
117,21,15,15,51,15,77,65,69,1294,396
259,63,37,62,66,31,9,15,14,1716,367
253,67,42,50,62,32,8,6,11,1688,371
91,17,16,18,24,16,71,64,73,1131,384
253,67,42,44,62,38,6,6,8,1744,385
264,67,43,55,64,35,8,14,6,1869,397
326,75,65,63,71,52,14,11,12,1796,381
309,72,56,63,68,50,11,11,14,1949,416
308,51,63,60,69,65,16,8,7,1885,400
322,69,63,52,66,72,11,12,16,1992,418
279,66,52,57,60,44,10,10,14,1794,389
320,73,55,66,71,55,6,5,4,1888,397
331,59,73,73,67,59,13,14,15,1715,381
259,73,40,49,68,29,5,10,14,1704,374
307,72,68,45,66,56,9,10,11,1635,354
221,27,31,68,69,26,9,9,7,1615,365
282,68,40,71,65,38,10,11,12,1806,385
295,47,70,68,67,43,10,7,9,1626,356
263,58,39,62,66,38,12,16,9,1769,378
289,56,45,72,76,40,11,11,9,1767,385
298,66,66,42,68,56,9,11,9,1702,364
314,67,61,62,65,59,9,7,14,1877,406
287,68,64,30,66,59,15,15,9,1708,365
305,65,65,41,67,67,12,11,16,1763,366
302,63,55,48,71,65,8,9,13,1855,393
298,66,54,55,69,54,13,13,9,1711,350
265,60,36,63,68,38,11,8,9,1715,378
263,50,34,71,67,41,8,15,16,1707,357
228,35,33,69,57,34,14,14,11,1488,320
328,66,68,61,69,64,8,8,10,1959,417
239,46,24,72,66,31,8,6,12,1564,339
309,72,61,51,68,57,10,10,7,1711,370
301,75,63,37,83,43,9,7,11,1806,386
84,16,8,21,29,10,62,66,72,1064,381
334,67,61,70,72,64,11,9,12,1972,414
308,64,66,55,66,57,15,14,11,1833,398
271,52,36,75,67,41,7,12,7,1665,346
235,65,30,47,66,27,9,13,13,1613,352
331,60,75,66,64,66,9,8,15,1704,362
325,58,68,76,58,65,13,8,9,1762,385
242,33,36,72,69,32,6,8,6,1527,330
266,55,47,65,68,31,5,5,8,1738,387
330,67,72,53,67,71,9,16,13,1845,382
286,65,60,47,65,49,10,12,8,1767,399
312,59,67,58,65,63,8,9,12,1659,358
305,60,45,64,77,59,10,11,9,1789,378
302,64,64,52,62,60,8,6,6,1725,366
262,56,39,56,72,39,14,11,10,1714,354
298,69,66,34,65,64,12,13,13,1786,376
244,64,32,64,62,22,15,5,14,1639,364
336,75,62,67,71,61,11,11,11,1882,392
89,17,19,12,24,17,70,69,71,1157,388
281,69,46,58,61,47,10,12,13,1846,395
297,67,56,62,64,48,13,10,10,1809,394
257,65,44,50,63,35,16,14,6,1760,379
306,69,67,44,62,64,13,12,12,1644,362
290,55,58,52,74,51,12,5,14,1873,406
253,48,36,70,70,29,11,9,11,1562,352
305,64,57,51,76,57,11,7,15,1879,396
288,63,47,67,70,41,13,9,7,1807,390
292,57,66,57,64,48,6,6,9,1681,379
267,44,48,77,66,32,8,12,7,1725,376
303,61,64,58,75,45,13,9,13,1763,384
338,46,79,83,60,70,8,15,11,1718,353
65,22,7,12,16,8,66,71,69,968,374
289,63,64,58,67,37,13,15,16,1794,389
67,11,8,10,24,14,46,70,68,1059,352
306,62,60,69,62,53,16,12,8,1922,393
277,62,39,59,69,48,8,9,13,1660,355
265,48,34,55,65,63,10,9,12,1635,346
280,61,51,65,68,35,9,15,13,1762,380
312,49,70,66,63,64,12,11,13,1676,348
349,75,66,66,73,69,8,10,14,1956,395
242,48,28,69,70,27,11,9,9,1522,330
323,52,72,66,63,70,8,10,14,1616,345
312,69,63,40,69,71,15,8,12,1895,398
243,48,38,52,66,39,6,8,8,1731,375
102,17,12,30,30,13,57,62,75,1161,372
104,13,19,18,37,17,63,65,73,1090,367
325,69,66,64,67,59,15,11,15,1746,381
107,18,14,27,34,14,73,69,72,1287,390
267,44,67,43,75,38,9,11,13,1703,378
270,34,69,57,72,38,13,13,6,1717,369
231,40,29,68,53,41,11,12,11,1595,346
231,42,23,66,67,33,9,12,9,1526,328
262,57,27,69,56,53,7,11,13,1654,356
276,61,71,33,66,45,9,14,8,1756,390
290,70,42,60,70,48,7,6,8,1839,402
92,13,14,19,35,11,64,68,70,1204,383
327,65,76,66,63,57,10,8,14,1763,378
243,58,30,59,66,30,10,13,11,1614,356
343,70,58,72,70,73,12,9,15,1936,393
279,65,64,37,66,47,13,14,12,1727,363
294,73,52,49,68,52,8,14,13,1879,397
331,71,73,62,70,55,14,10,10,1625,349
296,69,48,69,68,42,11,10,8,1739,381
309,72,63,44,73,57,6,9,7,1791,376
260,60,34,51,70,45,12,8,16,1816,392
255,40,42,70,62,41,6,8,13,1673,357
259,45,40,74,58,42,14,13,6,1596,333
310,69,58,56,67,60,11,15,7,1865,406
241,64,25,58,60,34,14,9,16,1719,365
254,40,44,65,70,35,10,10,13,1621,353
268,50,44,65,71,38,10,9,10,1746,375
246,64,25,67,61,29,13,8,15,1801,382
329,72,66,58,69,64,9,16,16,1894,401
266,64,58,35,58,51,12,14,14,1637,357
334,62,68,68,67,69,11,12,11,1832,387
268,73,34,55,72,34,13,7,15,1797,391
335,62,69,66,70,68,10,13,13,1955,417
201,34,21,69,53,24,10,12,15,1437,318
265,33,53,71,58,50,12,10,15,1773,376
289,45,56,67,73,48,15,15,11,1845,391
319,64,62,61,66,66,12,12,12,1745,365
226,45,22,67,66,26,7,14,6,1639,364
271,69,46,61,64,31,14,15,12,1802,392
312,62,70,48,68,64,7,7,9,1655,351
234,49,49,31,67,38,14,6,9,1764,383
264,58,42,59,72,33,9,11,12,1758,377
298,34,71,78,56,59,13,7,9,1571,343
287,63,42,56,69,57,10,14,11,1816,372
248,62,23,62,65,36,9,10,15,1731,376
298,73,58,51,72,44,17,17,17,1736,359
288,66,44,58,66,54,9,12,11,1747,370
272,45,41,71,63,52,15,9,13,1760,364
233,36,30,75,61,31,11,13,7,1471,304
232,48,29,73,54,28,9,15,14,1466,316
322,76,59,49,71,67,8,12,10,1918,398
306,56,71,64,62,53,6,15,13,1659,365
306,70,52,57,66,61,13,10,10,1861,388
247,39,38,75,58,37,9,13,13,1557,343
249,56,30,71,62,30,12,13,8,1558,339
79,13,11,13,32,10,62,67,69,1124,384
303,58,53,58,77,57,9,11,8,1809,383
275,58,49,59,67,42,10,7,16,1779,370
307,59,48,72,73,55,11,11,6,1844,393
309,49,72,69,53,66,12,9,15,1731,369
96,15,20,15,29,17,72,70,67,1163,390
237,38,69,26,68,36,7,9,16,1612,359
303,48,74,67,53,61,12,8,12,1634,358
265,44,44,72,68,37,12,8,10,1693,351
314,46,72,68,64,64,8,11,10,1653,350
90,12,12,18,34,14,63,66,69,1173,377
332,71,61,61,67,72,7,10,7,1704,360
297,65,59,44,66,63,11,6,9,1690,367
280,69,58,48,68,37,9,11,13,1744,374
277,61,67,37,63,49,13,7,14,1725,383
295,67,63,51,68,46,8,7,6,1836,390
314,66,64,56,66,62,14,15,8,1866,387
313,74,59,46,69,65,3,3,5,1949,411
311,60,63,61,72,55,13,8,13,1833,393
288,61,68,38,68,53,10,10,6,1747,377
252,49,29,67,72,35,13,13,13,1653,350
331,66,62,68,69,66,14,15,6,1927,393
317,65,60,58,65,69,13,7,11,1846,400
313,55,66,71,73,48,7,8,14,1817,392
326,62,65,69,69,61,7,7,7,1936,403
245,43,34,68,66,34,15,14,15,1713,357
264,60,29,69,63,43,15,10,10,1782,381
315,51,73,63,64,64,13,12,9,1713,364
301,65,54,70,65,47,12,13,6,1840,396
297,65,64,52,64,52,13,14,9,1699,368
66,14,8,11,25,8,67,68,70,930,366
302,65,66,45,69,57,16,14,15,1890,398
224,43,24,66,59,32,14,11,16,1562,338
273,70,27,65,68,43,12,6,14,1695,362
244,52,28,72,69,23,11,13,11,1603,345
233,33,37,73,66,24,8,8,7,1593,344
308,51,60,80,69,48,6,10,5,1792,393
320,59,69,65,67,60,12,16,11,1871,403
69,15,9,14,24,7,65,67,70,1065,365
299,40,69,69,66,55,12,11,14,1668,348
291,69,53,64,74,31,14,15,12,1874,410
257,64,34,61,63,35,8,11,12,1699,377
199,22,34,69,54,20,8,6,12,1414,299
320,60,63,69,63,65,11,15,7,1812,396
326,70,65,56,72,63,8,9,11,1852,385
321,71,64,62,70,54,9,8,14,1759,385
303,68,55,65,66,49,9,10,7,1843,388
300,50,59,61,72,58,11,15,13,1907,393
306,72,58,62,66,48,10,8,7,1839,392
316,63,69,62,64,58,6,9,12,1672,377
62,13,12,11,14,12,67,71,66,1097,381
326,47,65,80,66,68,16,16,16,1648,351
289,71,53,45,66,54,11,10,7,1811,395
211,31,21,66,69,24,15,8,15,1591,344
290,60,67,42,75,46,9,5,9,1774,385
327,66,58,66,71,66,4,4,4,1915,402
312,36,79,77,55,65,15,13,11,1566,331
302,41,73,61,62,65,6,10,8,1674,362
312,52,69,64,64,63,7,12,7,1660,358
282,67,47,62,64,42,11,7,12,1768,384
267,43,61,60,69,34,12,9,12,1732,377
297,59,58,54,72,54,8,16,13,1842,394
319,56,68,61,70,64,7,13,8,1693,364
285,72,37,58,66,52,12,8,11,1840,386
200,28,18,70,62,22,12,12,13,1528,326
273,56,33,69,66,49,12,10,10,1652,354
308,70,62,40,66,70,12,8,11,1701,343
324,60,68,68,60,68,9,7,10,1798,369
90,13,12,19,32,14,73,66,67,1274,389
337,66,62,67,71,71,10,8,9,1737,368
236,66,31,60,49,30,6,10,15,1618,349
299,69,46,60,68,56,16,7,15,1813,391
291,63,72,45,63,48,7,10,13,1673,370
250,65,35,55,62,33,8,8,10,1694,368
305,77,52,48,69,59,15,8,14,1780,387
250,71,30,52,65,32,7,9,13,1730,381
309,68,61,58,66,56,9,16,14,1909,397
231,31,34,68,56,42,8,7,13,1597,342
256,40,43,67,71,35,13,15,5,1702,355
76,12,11,13,27,13,67,66,69,1136,382
301,72,51,49,70,59,12,11,10,1879,392
286,63,49,59,76,39,10,9,15,1713,358
79,15,12,12,26,14,68,72,73,1123,379
241,51,28,59,68,35,13,10,8,1731,368
256,65,34,53,65,39,7,15,11,1740,374
291,56,54,53,72,56,7,10,14,1811,387
297,64,63,36,72,62,10,12,16,1833,381
255,61,40,63,63,28,13,10,15,1687,358
331,61,64,68,73,65,6,14,14,1963,414
239,67,32,48,62,30,9,8,7,1791,392
367,65,79,75,60,88,12,10,9,1656,320
265,50,40,73,58,44,9,9,14,1760,368
324,66,77,61,55,65,15,7,8,1675,349
320,72,64,51,62,71,15,8,8,1701,347
246,41,31,75,65,34,12,10,12,1620,356
307,47,68,70,54,68,11,7,10,1699,355
272,64,40,68,65,35,12,8,13,1734,371
210,23,26,74,60,27,12,15,9,1460,326
237,48,32,56,67,34,10,6,11,1781,377
292,64,58,62,62,46,11,6,15,1887,406
256,69,31,59,67,30,8,12,16,1703,364
277,68,60,55,64,30,13,7,11,1827,393
303,35,71,71,59,67,5,10,13,1626,352
95,19,16,13,32,15,65,67,71,1228,395
299,44,71,63,59,62,6,13,9,1682,368
338,71,67,65,68,67,16,10,9,1990,414
297,65,64,46,65,57,14,7,14,1826,382
289,55,51,60,69,54,7,9,7,1794,376
325,64,68,67,65,61,13,8,10,1794,384
220,30,26,69,63,32,12,15,14,1449,307
277,52,63,50,73,39,6,15,10,1719,373
327,51,70,71,64,71,7,15,12,1740,361
311,70,54,47,71,69,9,15,14,1845,386
206,33,30,73,52,18,9,15,7,1560,340
295,64,60,45,66,60,16,12,9,1728,380
90,13,13,17,36,11,75,68,70,1080,391
332,62,71,75,62,62,6,10,12,1656,341
247,63,29,63,65,27,9,10,8,1679,364
323,58,69,62,65,69,16,10,12,1780,371
327,66,65,65,66,65,9,13,14,1819,377
45,8,5,11,17,4,62,64,71,1047,374
279,71,45,50,64,49,6,9,11,1879,392
300,45,67,68,63,57,12,9,6,1633,364
331,59,67,72,69,64,10,11,11,1789,390
295,52,65,57,62,59,8,10,7,1786,384
88,13,6,14,43,12,64,71,70,1044,373
275,52,44,64,69,46,12,15,8,1774,373
312,64,66,53,71,58,7,14,8,1743,364
302,64,51,51,72,64,11,6,12,1721,369
228,36,28,74,54,36,6,14,7,1564,329
292,27,72,73,54,66,13,16,12,1632,352
304,66,63,58,65,52,9,10,14,1777,377
58,10,9,10,23,6,65,66,75,1028,374
234,38,35,70,67,24,9,13,12,1609,335
268,72,43,47,68,38,6,8,7,1776,385
297,65,59,52,71,50,14,15,8,1874,409
258,72,31,58,62,35,11,8,8,1588,351
71,13,9,13,27,9,63,69,71,1064,386
249,50,26,67,63,43,8,6,12,1568,334
289,59,59,39,67,65,12,7,7,1780,381
283,66,59,39,68,51,11,10,9,1728,367
237,57,40,36,74,30,15,11,6,1846,383
260,63,40,53,62,42,14,13,10,1779,387
303,47,72,67,58,59,9,11,14,1599,345
231,32,37,66,62,34,16,7,10,1570,338
294,70,60,34,71,59,11,14,9,1746,364
307,66,57,63,63,58,8,9,10,1831,396
295,66,64,43,68,54,9,9,8,1660,366
290,47,60,66,67,50,6,6,11,1776,389
266,67,36,61,66,36,9,9,12,1710,365
328,73,63,56,71,65,8,15,15,1934,405
93,13,12,13,38,17,70,68,72,1206,388
86,14,11,17,30,14,63,66,73,1219,390
254,71,22,69,65,27,7,7,6,1699,356
282,62,63,39,68,50,10,5,7,1723,375
271,38,51,71,62,49,12,15,11,1659,353
256,47,35,74,65,35,8,13,9,1638,353
321,69,67,55,67,63,13,10,14,1841,386
237,36,32,73,66,30,11,9,6,1512,334
347,76,72,62,73,64,14,11,8,1913,394
250,39,42,68,68,33,8,11,8,1766,385
251,62,48,56,55,30,12,8,14,1727,381
89,12,19,18,23,17,66,68,67,1150,384
308,51,67,62,68,60,5,14,9,1762,373
330,55,67,68,67,73,14,6,11,1735,366
248,56,29,69,71,23,6,9,11,1773,389
286,69,49,56,72,40,7,14,10,1835,388
270,69,38,67,64,32,7,15,6,1616,353
268,62,34,57,68,47,7,8,16,1745,373
337,66,70,67,66,68,12,11,13,1798,378
284,72,45,55,67,45,14,17,18,1832,382
274,55,42,59,71,47,6,10,14,1805,377
290,58,43,68,69,52,14,9,9,1790,379
244,41,37,66,67,33,14,11,13,1734,371
244,38,38,68,62,38,11,11,14,1551,346
303,62,66,48,73,54,10,15,5,1874,398
279,60,48,43,67,61,6,5,11,1721,362
245,69,31,61,61,23,11,10,15,1688,367
321,61,68,75,59,58,16,7,7,1655,354
301,70,63,47,65,56,12,8,7,1760,376
275,61,55,63,65,31,6,13,14,1844,403
68,11,11,16,19,11,65,67,69,1067,371
310,69,63,46,73,59,11,12,15,1736,362
292,65,66,44,68,49,16,9,10,1694,357
96,14,17,12,37,16,68,65,69,1203,380
327,68,66,67,70,56,12,11,14,1958,405
314,66,66,48,71,63,9,6,16,1835,389
318,68,63,65,63,59,13,10,11,1761,376
308,61,50,69,69,59,13,14,16,1866,379
282,60,41,70,64,47,16,14,15,1788,368
295,67,62,43,67,56,15,9,13,1610,346
341,60,70,74,71,66,11,7,10,1859,391
305,71,52,68,66,48,12,12,10,1926,420
198,29,16,73,50,30,13,11,7,1396,285
277,66,54,47,70,40,10,11,15,1841,388
293,72,58,58,72,33,9,7,9,1729,386
260,40,43,70,55,52,11,10,11,1585,330
309,34,69,72,66,68,13,14,9,1637,348
295,61,49,60,72,53,13,9,12,1754,365
264,65,54,49,59,37,6,13,6,1661,358
251,76,30,50,64,31,12,6,12,1832,380
289,41,70,62,46,70,7,13,8,1621,347
283,63,61,54,64,41,10,7,11,1729,395
264,50,41,70,61,42,16,12,9,1749,352
283,57,53,68,69,36,15,13,8,1777,387
279,66,59,46,65,43,10,10,15,1824,391
279,63,43,72,62,39,6,5,13,1819,384
301,55,59,59,71,57,11,11,14,1917,408
301,66,61,58,67,49,14,7,10,1829,396
277,65,60,46,68,38,9,12,12,1835,395
295,69,49,57,66,54,9,9,13,1783,393
274,65,49,47,67,46,7,6,15,1686,354
307,73,66,46,72,50,12,15,13,1734,368
225,36,27,71,60,31,11,11,13,1482,325
316,54,71,64,65,62,9,8,9,1758,379
226,46,32,71,64,13,7,7,16,1480,313
277,67,46,52,66,46,7,7,7,1842,391
219,33,26,70,59,31,10,12,11,1396,303
320,57,72,64,61,66,15,16,12,1777,369
264,67,35,65,62,35,10,9,11,1718,370
295,65,61,47,62,60,8,7,8,1765,379
319,62,67,62,70,58,13,9,13,1776,380
330,68,65,56,67,74,11,11,16,1890,392
280,73,65,35,59,48,10,7,10,1659,360
294,34,69,64,63,64,14,8,9,1720,375
313,66,68,44,70,65,7,11,14,1870,399
288,69,46,60,68,45,15,14,11,1845,396
291,61,58,56,69,47,13,13,8,1881,396
316,46,73,67,61,69,5,9,8,1617,342
325,69,65,57,70,64,15,8,8,1812,378
320,63,70,53,66,68,11,7,11,1775,375
333,65,70,66,72,60,12,11,14,1840,402
255,59,38,56,66,36,10,8,7,1745,389
228,40,38,57,63,30,7,12,14,1645,353
89,11,18,11,34,15,74,63,75,1183,389
282,52,58,34,71,67,9,8,11,1729,363
327,74,55,66,71,61,15,12,10,1835,391
301,65,70,43,70,53,7,14,12,1570,344
253,62,30,72,57,32,11,7,11,1603,344
267,64,53,58,62,30,7,15,14,1873,389
329,51,73,72,64,69,11,15,12,1708,360
278,68,48,52,62,48,5,12,10,1839,390
342,73,59,77,75,58,7,16,11,1985,412
265,50,38,73,65,39,10,9,10,1629,352
247,58,37,61,65,26,10,12,7,1629,357
333,70,75,70,63,55,13,12,14,1672,370
322,64,76,61,60,61,14,11,16,1661,357
251,70,34,47,58,42,10,6,7,1841,383
256,48,33,69,63,43,16,13,9,1625,345
248,52,35,66,59,36,9,10,15,1721,374
99,19,18,14,32,16,71,65,73,1277,388
277,61,46,63,67,40,12,9,14,1732,375
266,50,51,68,67,30,7,15,13,1770,383
282,67,56,49,65,45,11,16,14,1795,400
336,71,61,68,69,67,16,12,13,1835,382
299,67,54,49,70,59,10,14,13,1951,413
334,65,70,67,67,65,11,8,8,1735,372
261,69,46,57,64,25,11,11,12,1734,383
241,45,40,69,58,29,10,15,6,1653,347
309,61,56,65,70,57,10,13,11,1874,398
301,72,54,59,63,53,12,11,9,1900,394
281,68,46,55,64,48,6,11,12,1832,386
255,37,52,57,71,38,9,15,15,1613,343
268,67,38,63,65,35,16,7,14,1796,381
273,66,49,65,63,30,8,9,9,1819,402
286,60,58,57,71,40,14,10,9,1817,389
79,12,13,18,23,13,74,69,68,1187,385
296,66,58,53,62,57,14,8,11,1872,407
269,70,21,66,67,45,10,13,13,1782,378
306,47,72,61,62,64,6,7,8,1646,365
91,13,20,10,32,16,63,70,75,1224,388
300,56,62,44,70,68,13,14,10,1899,407
78,10,11,20,24,13,70,70,75,1105,377
270,54,35,70,71,40,8,11,6,1768,376
266,57,38,73,65,33,15,11,12,1700,370
308,63,70,56,70,49,15,12,13,1700,372
287,61,55,40,73,58,8,6,7,1666,361
322,64,68,53,80,57,6,13,14,1780,381
288,60,54,58,70,46,9,7,11,1798,386
313,67,64,43,75,64,9,11,10,1737,361
336,71,64,66,72,63,13,9,12,1704,355
276,41,52,73,61,49,9,12,7,1665,358
247,62,29,65,64,27,7,13,7,1672,366
305,61,64,55,64,61,13,11,10,1871,385
323,51,72,76,62,62,9,6,15,1616,346
313,68,65,53,66,61,15,16,11,1840,400
284,64,40,60,62,58,13,7,9,1810,390
305,64,58,52,73,58,6,12,14,1829,392
275,30,73,67,60,45,7,7,11,1639,361
323,57,74,63,64,65,14,12,11,1762,374
269,48,56,57,70,38,13,12,8,1891,387
323,66,69,62,66,60,14,14,9,1786,385
337,64,72,66,69,66,8,7,15,1753,368
269,65,36,73,65,30,12,11,8,1707,365
248,54,40,42,69,43,6,7,9,1809,392
308,48,73,59,62,66,11,11,6,1646,358
307,61,68,55,65,58,14,9,13,1775,372
315,67,61,55,72,60,14,11,9,1906,394
300,70,51,61,70,48,7,15,6,1862,403
301,74,56,49,72,50,10,13,8,1887,394
315,61,70,52,69,63,15,8,12,1766,382
287,65,62,45,62,53,10,11,15,1668,361
304,36,71,64,67,66,10,10,8,1661,366
317,72,66,49,68,62,7,14,15,1831,387
265,57,60,36,66,46,6,12,7,1586,356
317,50,71,77,53,66,8,14,10,1615,345
319,56,68,70,62,63,10,8,14,1629,354
285,64,45,61,66,49,13,11,12,1816,385
334,68,62,67,69,68,9,12,8,1839,385
290,67,71,39,68,45,5,15,8,1626,364
254,66,35,49,68,36,12,12,10,1856,387
309,63,63,55,67,61,9,11,16,1791,379
295,60,50,60,73,52,13,7,10,1784,377
322,67,66,59,67,63,12,12,8,1777,384
219,35,21,73,63,27,8,6,14,1511,338
322,62,65,63,65,67,6,11,8,1855,387
295,58,65,56,70,46,14,13,6,1902,401
279,67,55,56,65,36,5,12,14,1733,390
333,68,73,66,58,68,9,13,14,1785,364
236,46,38,70,61,21,14,9,7,1662,362
271,61,67,39,60,44,9,12,7,1651,365
308,60,69,59,59,61,7,7,14,1784,388
330,59,70,71,63,67,16,9,14,1659,351
281,62,61,56,62,40,10,15,16,1706,380
324,52,72,67,63,70,11,15,9,1767,366
318,57,67,70,64,60,13,10,7,1732,374
267,66,41,62,64,34,10,7,13,1673,361
289,67,64,49,61,48,15,12,13,1773,385
242,52,33,63,63,31,15,6,12,1646,357
291,63,65,37,65,61,11,13,8,1658,362
297,65,56,47,73,56,10,11,9,1849,391
311,71,62,48,69,61,7,14,8,1800,381
296,66,63,49,64,54,15,12,7,1755,375
234,39,30,69,66,30,15,9,9,1631,350
307,64,69,59,65,50,13,13,10,1781,378
329,63,65,58,74,69,11,11,12,1876,392
304,52,53,72,71,56,7,7,6,1895,403
233,53,37,47,72,24,13,7,8,1694,374
233,31,42,71,62,27,12,12,14,1583,329
293,40,62,68,71,52,13,6,7,1844,404
302,65,65,37,71,64,6,6,12,1755,370
249,43,34,70,60,42,11,10,11,1637,351
208,33,27,68,57,23,14,7,7,1554,347
325,69,70,52,68,66,12,14,15,1807,373
51,8,9,8,18,8,66,55,83,1147,380
291,61,63,47,69,51,7,12,6,1736,367
270,64,44,62,67,33,14,10,8,1731,394
321,72,58,58,73,60,12,6,7,1833,388
280,34,64,74,70,38,11,6,7,1667,370
245,40,42,73,61,29,13,7,8,1559,335
282,63,61,46,64,48,14,9,11,1633,353
219,34,30,67,55,33,9,11,7,1563,334
287,68,51,70,66,32,5,9,13,1761,388
245,53,21,70,69,32,11,14,9,1627,339
269,63,33,57,67,49,14,10,13,1682,356
299,55,61,61,68,54,8,14,14,1847,393
76,13,13,18,23,9,64,69,67,1107,369
303,62,64,56,66,55,12,11,12,1911,407
312,68,45,66,68,65,15,16,7,1912,396
210,29,28,66,64,23,15,6,10,1568,340
